userid,username,firstname,lastname,city,state,email,phone,likesports,liketheatre,likeconcerts,likejazz,likeclassical,likeopera,likerock,likevegas,likebroadway,likemusicals
11451,UZD43BYV,Ursula,Mccoy,Kansas City,AB,tempor.est.ac@sedorci.ca,(877) 315-5030,,,,,true,false,false,true,false,true
11467,MNE16NKC,Eliana,Santos,Rochester,QC,urna@dolorDonec.com,(153) 600-9882,true,,true,,,,,false,,false
11487,HXS26VNH,Hanae,Hendricks,East Hartford,AK,Curae;.Donec.tincidunt@avulputatedui.edu,(590) 135-5904,,true,,true,false,true,true,true,true,
11507,JSA33PGO,Orson,Burns,Youngstown,AB,diam.luctus.lobortis@convallis.edu,(669) 951-7725,true,,,,,false,,true,,false
11535,GAN50MGG,Colby,Bernard,Woodward,NV,aptent.taciti.sociosqu@pharetra.edu,(144) 307-6920,false,true,true,,false,,true,true,true,
11559,FQA32TYQ,Georgia,Robles,West Hollywood,VT,Fusce.mi@tempusscelerisque.edu,(928) 874-3210,,true,false,,true,,,true,false,
11579,RVU19JNZ,Travis,Sykes,Fort Worth,ID,ut.dolor@duinec.com,(329) 927-4682,,true,,,false,,true,false,false,false
11598,ZKG37DQT,Zeph,Farrell,Cary,YT,faucibus.leo.in@aduiCras.ca,(712) 480-4645,false,,false,,false,false,,,false,
11623,TPA31KJD,Courtney,Roman,Newark,QC,nec.cursus@Inornare.com,(746) 394-2537,,true,true,,,true,,true,false,
11639,OCR96OHJ,Rahim,Fisher,Holyoke,IL,vitae.semper.egestas@dictumsapienAenean.com,(282) 931-3718,false,true,,,false,false,false,,true,false
11656,UIE93UFM,Peter,Stewart,Kingston,AB,risus.at@lobortisClass.ca,(179) 722-0429,true,,false,true,false,false,,true,,
11669,VIX05USQ,Guy,Lewis,Bridgeport,NL,ac@orciluctuset.edu,(176) 705-8200,,false,true,true,,,false,,,false
11693,YCG73WNK,MacKensie,Mosley,Nacogdoches,AL,enim.nec@velitdui.edu,(821) 111-5858,,,true,,,true,,true,,
11713,YUM50FZK,Fritz,Bauer,Corona,OR,rutrum.magna@Suspendisseac.org,(645) 434-7933,,,false,,true,true,true,false,false,
11725,TWS56CFE,Christopher,Nieves,Hot Springs,MB,gravida@malesuadaiderat.com,(709) 910-5402,,false,false,,false,,false,,true,false
11739,OIP07LOT,Tyrone,Gomez,Middlebury,BC,parturient.montes.nascetur@Duis.edu,(112) 966-4989,,,false,,false,,,false,true,true
11766,VDG93LUL,Nora,Martinez,Sandpoint,NU,Nam.porttitor.scelerisque@odio.edu,(589) 798-5521,,,true,true,,,,,,true
11786,NMO00SRJ,Malachi,Elliott,Kona,QC,ut.mi.Duis@luctusaliquet.edu,(929) 743-7073,true,,false,true,false,false,,,,true
11814,HYJ19MHU,Ross,Dyer,Scarborough,NC,et@mauris.com,(396) 991-2943,,,false,false,true,,,,,
11833,UWV85POI,Walker,Knox,Ephraim,OH,at.velit.Cras@egestashendreritneque.ca,(531) 370-3439,true,,false,,,true,false,,true,true
11852,CJK54YCC,Cassady,Puckett,Brigham City,ID,faucibus.orci@nisl.edu,(131) 636-2579,,true,false,,,,,true,,false
11864,QTL83EEW,Signe,Mcclure,DuBois,MA,risus.quis@mi.ca,(509) 867-4057,,,,false,,true,,false,true,false
11887,SIW35BZU,Ferris,Guerra,Saint Joseph,NT,Suspendisse.tristique.neque@euarcu.org,(531) 162-3599,true,false,false,,,,,,true,
11906,PTP38AKW,Wallace,Bruce,Thibodaux,BC,magna@dictumultricies.ca,(136) 887-5784,false,true,,true,,false,true,,true,
11922,TKG06NNV,Merrill,Aguilar,Cortland,NB,Curae;.Donec.tincidunt@nislelementumpurus.com,(755) 164-0189,,,false,false,false,,true,false,false,
11936,TOP43QYC,Veda,Berry,Billings,NU,blandit.at@acrisus.ca,(889) 888-3078,true,,,false,true,,,true,,false
11956,WJX97RXP,Lawrence,Reed,Durango,VT,nibh.dolor@vitaediamProin.org,(915) 466-8127,,,false,false,false,,,true,,true
11979,OZB50NQT,Carson,Howard,South Pasadena,AB,elit.elit.fermentum@massarutrummagna.edu,(899) 916-7303,,,,,false,true,,,,
11996,ZVG74DEE,Brandon,Savage,Kankakee,QC,Quisque.ac@hendreritidante.ca,(892) 784-9254,,,,false,true,,true,,,false
12013,XBN16KIG,Pandora,Logan,Muncie,MO,ullamcorper.magna@montesnasceturridiculus.com,(328) 258-4651,true,false,,false,false,,,true,true,
12033,KVT21KLB,Amethyst,Mcfarland,North Chicago,ID,commodo.tincidunt@Morbi.edu,(499) 211-4237,false,,,,false,,true,false,true,
12048,HWT53ONU,Jessamine,Shaw,Grafton,IN,luctus.Curabitur@posuere.com,(994) 793-9531,,,false,,,,,,,false
12065,WIQ38UJF,Thane,Salazar,Rye,CT,Duis.dignissim.tempor@Ut.org,(562) 538-7760,true,,,,,,,false,,
12084,SPN35UNA,Dante,Espinoza,Bayamon,NT,a.dignissim@leo.com,(450) 349-4516,,,true,false,true,,,true,true,
12108,JUZ91FRN,Wing,Anderson,Cape May,BC,Proin@feugiat.org,(828) 394-7308,,false,,,false,true,,true,true,false
12127,ZNP96JDW,Brenda,Weiss,Forest Lake,SK,augue.malesuada@consectetuermauris.edu,(142) 942-2905,true,,true,,false,true,,,,
12143,NFP08DLE,Signe,Nielsen,Great Falls,RI,a@ac.edu,(794) 857-0037,,,,,,,,false,true,true
12164,VOE32EDW,Nyssa,Santana,Hastings,AK,ligula.Donec.luctus@disparturient.edu,(490) 226-1536,,false,true,,false,false,,,false,
12187,HUZ20ICF,Boris,Shepard,Garland,NU,lacus.varius.et@eu.ca,(916) 591-5466,true,,,,false,,false,,true,true
12203,MCM54EBS,Nora,Foster,Crown Point,NB,Aliquam@dictumauguemalesuada.com,(423) 381-9077,,,true,true,false,,,true,,
12223,QZM87GXT,Igor,Maxwell,Narragansett,QC,nunc@dictum.edu,(830) 884-2368,,,,,true,false,true,true,true,
12240,ACU45DQI,Nathaniel,Contreras,Narragansett,SD,neque@Nunc.org,(538) 305-9401,,,true,,,,,true,true,false
12260,JFM85JMT,Salvador,Tyson,Janesville,NS,Aliquam@ipsumleo.ca,(557) 461-5065,true,true,false,,,,,true,,false
12286,TQL72EOS,Ulla,Mitchell,Oklahoma City,NB,nisl@ornare.edu,(753) 879-7700,true,,true,,,true,false,,,
12301,DZE08XMZ,Olga,Burke,Fort Worth,GA,dapibus.ligula.Aliquam@Aliquam.edu,(118) 661-2485,,false,true,,false,,true,true,false,
12317,XFZ46TFE,Juliet,Wright,Kemmerer,BC,lorem.vehicula.et@cursus.edu,(968) 630-5238,true,,,,,,false,true,false,
12351,QGD87JDE,Quinn,Alvarado,Manhattan Beach,YT,ornare.egestas@Utsagittislobortis.edu,(870) 564-4730,,,false,,,true,true,,,false
12369,QUJ83KKE,Nora,Brady,Fulton,DC,consequat@venenatis.ca,(772) 131-6357,false,false,,true,,false,true,true,false,true
12387,WIS68HUV,Paula,Hoover,Rhinelander,QC,nec@quamPellentesquehabitant.edu,(442) 626-3488,true,,,false,true,true,,false,true,
12407,HMK67YBY,Mollie,Noble,Mentor,QC,convallis.erat.eget@pellentesque.edu,(566) 170-7252,true,,,,,true,false,,false,false
12426,GUG53YSW,Sebastian,Gilbert,Highland Park,NS,sapien.gravida@nonlacinia.edu,(336) 723-1614,,,,false,,,false,false,,
12442,GAE06WUQ,Illiana,Cherry,Cruz Bay,ON,at.sem.molestie@estacmattis.com,(924) 672-7688,false,true,,,true,,,,,true
12459,ZMS48WPM,Chaney,Mcneil,Fort Wayne,ON,laoreet.posuere@sodales.org,(940) 551-4886,,,,true,true,,true,,false,false
12484,EYI04VJZ,Flynn,Garrett,Sierra Madre,NL,Mauris@Aeneansed.org,(974) 823-5004,,,true,true,true,,,false,,true
12505,MZW86LBX,Eaton,Franklin,South Bend,ON,risus@aliquet.edu,(565) 191-3230,,,,false,,true,false,,false,false
12524,JAD17KNJ,Tara,Cleveland,Laguna Woods,KY,dignissim.pharetra.Nam@senectusetnetus.ca,(107) 494-9155,true,false,,true,true,false,,true,true,true
12540,LDO95SOC,Holmes,Reynolds,Palos Verdes Estates,NS,ornare@pede.org,(618) 431-0350,,,,,true,false,,false,true,false
12558,BMX42JZZ,Britanney,Madden,Dover,MB,ultricies.dignissim.lacus@vellectus.org,(305) 477-8085,,,,false,,true,false,,true,
12580,SCC19MRI,Wynne,Day,Wheaton,KS,ipsum.leo.elementum@tempusrisus.edu,(556) 888-3073,,,,true,false,,false,,true,true
12602,BVS97GOF,Paki,Kelley,Port St. Lucie,MN,non.leo.Vivamus@elementum.com,(355) 687-9418,,true,true,,true,true,false,,,true
12621,RLI14TVB,Carolyn,Gillespie,Riverton,NE,faucibus.leo@risus.org,(726) 975-3369,true,,true,true,false,false,false,,,
12641,DLZ90RHX,Adrian,Munoz,Jenks,ND,felis@Suspendissealiquetsem.edu,(791) 309-4366,,,false,true,,true,false,,false,
12657,AVO61NCM,Barclay,Herman,Watertown,MB,lobortis@egetmassa.edu,(828) 253-6111,,,false,true,false,,,false,,false
12669,AOL82TYQ,Ruby,Carson,Augusta,NL,Etiam@enim.com,(999) 916-2878,true,,false,true,,false,,,,true
12686,MTR97LTC,Rae,Higgins,Cedar Rapids,KS,neque.et@atiaculisquis.ca,(890) 143-0503,true,,false,true,,,false,false,,false
12707,PKN22CPD,Karyn,Fowler,Corvallis,KS,quis.lectus@ornarelectusante.edu,(722) 971-9395,false,,,false,false,,true,,,
12729,IUR38FSL,Aiko,Compton,Mount Vernon,MB,sit.amet.ante@a.ca,(241) 254-7238,false,true,true,,false,,,false,true,
12746,WPT85ABZ,Vance,Robbins,Bismarck,IL,ut@Mauris.edu,(264) 810-6457,true,,,,false,,,true,true,true
12767,CRS00CXC,Scarlett,Pickett,Montgomery,CT,eget.nisi.dictum@amet.ca,(106) 971-5370,,false,,,,true,,,true,false
12785,MYB58TIU,Kennedy,Mercer,Texarkana,QC,ac.urna@tempor.ca,(989) 953-0716,,true,true,,true,false,false,false,,
12803,WSL66CYM,Scarlet,Solomon,Reedsport,NT,Cras@infelis.org,(922) 512-1086,true,,,,false,false,true,true,,true
12826,BAJ83NFQ,Cairo,Burris,Morgantown,NB,scelerisque.sed.sapien@commodo.org,(638) 176-9767,,,true,,,true,false,true,,
12844,GYB46IBC,Shelby,Mercer,Winston-Salem,WA,Aliquam.vulputate@sapiencursusin.org,(934) 467-1498,,,,,false,,,true,,
12871,UDP57DVL,Maris,Graves,Battle Creek,HI,Donec.est@venenatis.org,(669) 203-2654,,,false,true,true,true,false,,false,true
12887,DVW29QIM,Harper,Sutton,Bethlehem,MT,ac@montes.com,(475) 613-7635,true,,false,false,false,,true,,,true
12909,PBQ49NON,Melissa,Peters,Missoula,NS,turpis@Incondimentum.ca,(803) 259-8152,true,false,,true,,true,false,,,false
12922,KTU86GWP,Deirdre,King,Nome,NS,neque@rhoncus.com,(906) 637-2356,,false,true,true,,,,,,
12947,CLC42IVS,Yoshio,Kelly,Muskegon,CO,felis@risusMorbimetus.edu,(811) 179-2882,,false,false,,false,,,false,true,true
12964,MYA86XIN,Karly,Bailey,Waukegan,MN,mauris.a@eleifendCras.org,(207) 620-3947,,,,false,,,,,true,false
12985,GJL83FKA,Rowan,Pitts,LaGrange,OK,ornare.lectus@dolordapibus.org,(781) 207-0778,,,true,,true,,,,,true
13009,JZD18FZL,Kay,Lott,Norton,NB,lectus.pede.ultrices@laciniaorci.ca,(754) 993-5732,true,true,true,true,,,true,true,,
13027,EMM01ZGT,Edan,Stuart,Nacogdoches,NS,Mauris.vel@pellentesquea.com,(838) 688-1936,true,,false,,,,,true,,
13054,CKU34TXG,Hedley,Pitts,Murray,PE,mauris.Integer@tortorInteger.com,(302) 783-4707,,false,,false,,true,,,true,
13077,PKZ07SFJ,Daria,Gill,Riverton,SK,tellus@Crasconvallisconvallis.com,(431) 618-4262,,false,false,false,false,,true,false,,
13099,ENG20EHU,Fuller,Ray,Moraga,YT,am.vitae.diam@eu.org,(227) 280-1834,true,,false,,false,true,,false,true,
13119,HXT86UBV,Solomon,Juarez,La Habra Heights,UT,eu.tellus@vulputateposuere.edu,(870) 297-0145,true,false,false,,,,false,false,false,
13132,RBF54VCP,Justin,Gray,Albany,WV,elit@Aliquam.org,(253) 557-2148,,false,,,true,true,true,true,,true
13156,BHN09AYH,Hadassah,Stein,Rocky Mount,NM,elit@etmagnis.ca,(113) 674-6435,,,false,true,,false,,false,,false
13178,OFE80TTU,Zorita,Bowman,Kankakee,YT,tempor@sit.edu,(800) 334-9253,,,false,,false,false,,,true,
13197,CXV96SGH,Nasim,Osborn,Saginaw,NL,convallis.est@magnisdis.org,(614) 463-5226,,,true,true,,true,false,,true,true
13211,RUO08HBI,Ethan,York,Huntington,YT,volutpat.a@Phasellusvitaemauris.edu,(613) 285-2981,,true,true,,,false,,true,,false
13227,TJH74XWX,Anthony,Slater,Guayama,AB,nibh.dolor.nonummy@Crasvulputatevelit.com,(609) 881-3681,true,,true,true,true,,true,,true,true
13243,USQ75NOE,Keegan,Holcomb,Jeffersontown,NU,gravida@dictum.ca,(989) 129-1673,,true,false,,false,false,false,true,true,false
13266,KHA28TGR,Ulysses,Wilcox,Prescott,DE,Sed@Donectemporest.edu,(907) 676-9420,false,,false,true,true,true,false,,false,false
13285,RVX45ODC,Chase,Pearson,Clemson,NL,sociis.natoque.penatibus@Crasvehicula.ca,(576) 283-8049,true,,,,,false,true,,,false
13305,QON95DJX,Hayes,Lowe,Williamsport,SD,nibh.vulputate@enimcondimentum.org,(648) 946-2162,,,true,false,false,true,,true,,
13321,RAI57DFF,Carly,King,Selma,NS,et@loremauctorquis.edu,(413) 392-7945,,,true,true,,,,,,false
13337,JPY81LBQ,Karina,Randall,Sheboygan,NT,tristique@arcu.org,(743) 754-8379,,true,,,,false,,false,,
13361,UNJ73TRM,Ava,Sellers,Wheeling,NS,arcu@eutellus.ca,(532) 816-0355,,true,,true,true,false,,false,false,true
13379,VPB14PHP,Christen,Maxwell,Opelousas,NV,Quisque.purus@rhoncusid.edu,(115) 674-7586,true,true,true,,true,false,,,,false
13399,ZDL59QAP,Nayda,Buck,Lahaina,NS,enim@blanditNama.edu,(395) 991-2914,false,true,,,true,,,,false,true
13422,GUH09MUG,Lillith,Serrano,Jonesboro,DE,tempus.lorem.fringilla@sed.ca,(381) 441-9931,false,true,,,true,,false,true,false,true
13439,CCW23ATZ,Darryl,Delaney,Lock Haven,IA,ipsum@Duisac.org,(149) 678-5828,true,,,true,,,false,false,,
13463,NMQ04RYK,Rama,Mcdaniel,Santa Cruz,MB,non@nuncullamcorpereu.org,(579) 373-6197,false,,,false,false,true,true,true,,true
13483,MJF78PUV,Farrah,Holt,Charleston,MB,consectetuer.adipiscing.elit@arcuMorbisit.ca,(148) 346-9155,,true,true,,true,,true,true,true,true
13498,CQR16LIV,Indira,Barber,Melrose,YT,quam@nuncQuisqueornare.org,(835) 424-1726,,true,false,,,,true,true,true,false
13516,VQW33FHE,Beatrice,Ray,Norfolk,KY,nisi@adipiscingelit.edu,(363) 727-3508,true,true,,,,,false,true,,
13533,MKZ32TJY,Clare,Oliver,Valparaiso,ID,Sed.congue@Donecnon.ca,(790) 945-2940,,false,false,false,,,,false,,
13555,TJA07RUO,Hadley,Young,Terre Haute,AB,commodo@Integer.org,(372) 957-7756,,false,,,false,,,true,,true
13574,OAG35SNF,Quemby,Tucker,Chicago Heights,BC,gravida@tellus.ca,(529) 794-6702,,false,,,true,true,,false,false,false
13591,CLG49OIS,Clementine,Houston,Santa Cruz,NL,ac.mi.eleifend@atiaculis.com,(254) 321-8166,true,,,true,true,true,,true,,true
13607,BXY87JBP,Wilma,Ellison,Fairmont,PE,ut.eros@tinciduntcongueturpis.com,(812) 248-5304,true,true,,,false,false,true,,,
13632,UYG99MYJ,Maile,Conner,Vermillion,NB,a.facilisis.Suspendisse@Suspendissecommodo.edu,(152) 967-0871,,false,true,true,,,false,,,false
13648,SZE16YVN,Neville,Farrell,Durango,IA,amet.lorem.semper@ametrisusDonec.ca,(999) 190-6249,,,true,,,true,,false,,
13665,UCL76OHO,Kaye,Whitaker,Santa Fe Springs,WY,primis@ligulatortor.ca,(472) 377-0136,,,,,,,false,,true,true
13680,FVN35ILG,Lysandra,Sutton,Hawthorne,VA,aliquet@Classaptent.org,(103) 452-9434,,,,true,,,false,,,
13705,YJS13EBP,Francesca,Calderon,Rancho Palos Verdes,NY,hendrerit.id@litoratorquent.com,(432) 460-8232,,false,,false,true,true,,,true,false
13725,ZNC01NUS,Paul,Richard,Apple Valley,NB,pede.ac.urna@purus.org,(878) 562-9519,true,,false,,,false,,false,true,false
13741,KJI01YWO,Colorado,Tillman,Midwest City,NJ,elementum@uteratSed.edu,(900) 743-8747,false,,,,,true,,,false,true
13759,DEC05UVP,Hayden,Stewart,Rock Island,NU,elit.pellentesque@nec.edu,(657) 773-0953,false,,true,false,,,true,,,false
13774,JHQ94CEV,Axel,Benson,Yukon,NV,quis.accumsan@malesuadafringilla.edu,(790) 355-4825,,,true,,false,,true,,,false
13789,XYB86HPH,Jane,Haney,Azusa,NH,eros.Proin@egestas.ca,(784) 832-0551,false,true,false,,true,true,,true,,false
13805,GLF09JHD,Cyrus,Fischer,Statesboro,QC,eu.lacus@a.ca,(625) 637-1874,true,,false,,,,,,,true
13824,IJS23MSR,Aurelia,Kelley,Rochester,HI,nascetur.ridiculus@Integermollis.com,(533) 707-3345,true,,,true,,,true,false,,
13841,URC36ZXH,Xerxes,Love,Methuen,SK,urna@temporerat.ca,(675) 694-5633,,,,false,,false,true,,,false
13861,MQP34HCD,Shelly,Rivera,Saratoga Springs,AK,ipsum@nonlobortisquis.edu,(297) 268-9371,,false,false,false,,false,,true,true,true
13886,UFX25INB,Zenaida,Flynn,Hanahan,LA,Aenean@augueSed.ca,(852) 883-0572,,,,,false,,false,true,false,false
13899,UAV41JIF,Chaney,Merritt,Clarksburg,QC,nascetur.ridiculus@euturpisa.edu,(173) 364-5937,,false,true,,,false,,,,
13915,IPX01IMZ,Melanie,Kinney,High Point,ME,magnis.dis@urna.org,(947) 570-4209,,true,,,,,,,,true
13928,UPZ79GFN,Quemby,Acosta,Buena Park,NJ,tincidunt.dui@inconsequatenim.org,(443) 992-0292,,false,true,,,,true,,,true
13943,GHN58LIV,Bruce,Stanley,Chickasha,NB,nisi.Aenean.eget@aenimSuspendisse.ca,(641) 451-5481,,,true,,true,,false,,true,false
13959,HCR28WWU,Clayton,Ortega,Newcastle,NB,nunc.Quisque@malesuada.org,(142) 930-8048,,false,,false,,true,,false,false,
13980,JNI58SFH,Edan,Burris,Greenville,FL,porttitor@amifringilla.ca,(752) 908-7412,,,,,,,,,,
13996,JYU63KHP,Sierra,Barry,Poughkeepsie,NS,odio@tinciduntnequevitae.org,(978) 667-9546,,false,false,true,true,true,false,false,true,false
14008,FJV62SIM,Macon,Foster,Olean,ID,blandit.enim.consequat@duiFusce.com,(735) 812-2598,,false,true,false,,,true,false,true,false
14023,AFB24JTS,Neil,Cleveland,Dayton,QC,conubia.nostra.per@ametante.ca,(282) 874-1405,,,true,true,,true,,true,,
14038,XZY13GGH,Malcolm,Lewis,Santa Barbara,NU,cursus@mifringillami.edu,(217) 251-7942,false,true,,true,,,,,false,
14054,TBF95CBE,Kevin,Baxter,Lebanon,AB,nec.leo.Morbi@pedemalesuada.com,(877) 451-3760,true,false,false,,true,false,false,false,,true
14085,ZRX83QSW,Dane,Huber,Pierre,NU,iaculis@mifelis.com,(736) 199-4518,,false,false,,false,true,true,,,false
14101,EDT27FFO,Irene,Holden,Wahoo,NM,Suspendisse.aliquet.sem@purus.com,(946) 230-8840,false,,true,true,,,,,false,false
14113,BOG77JHA,Ruth,Johns,Cleveland,HI,auctor@egestasascelerisque.com,(166) 805-0122,,true,,,,true,false,,false,true
14138,MUA95GWZ,Jaquelyn,Kirby,Hopkinsville,NB,nec.ante.Maecenas@hendrerit.org,(878) 746-0819,,false,,false,,true,,,false,false
14160,GZG12IYS,Giselle,King,Lexington,NU,orci.Ut.semper@egestasAliquamnec.com,(999) 389-2106,,,,,,,,false,,
14177,DGS77ITX,Amery,Palmer,Newport News,ON,non.massa@Fusce.edu,(300) 596-8687,,true,false,,,,true,false,,
14203,OEA77MVV,Phyllis,Thomas,McAlester,ID,in@pedeblanditcongue.com,(745) 226-9882,,,false,,true,,true,,,true
14218,NBL36BYM,Carlos,Tate,Monterey Park,VA,ac.orci.Ut@lectus.edu,(780) 158-1670,true,false,false,,false,false,true,true,,false
14232,GEY41DMN,Fay,Hunter,Hilo,AZ,erat.in@magnaCrasconvallis.ca,(464) 311-3440,,,false,false,false,false,,true,true,true
14259,WPO34MKZ,Odessa,Odonnell,Agoura Hills,ON,Integer.vulputate@ridiculusmusDonec.com,(524) 732-5243,,,true,true,false,true,,false,,
14274,AVN04ELI,Desirae,Mckee,Morgan City,NM,est.Nunc@in.org,(199) 330-1073,false,,,,,,,,true,false
14294,IAC73UUL,Bell,Rivera,Suffolk,QC,turpis.non.enim@duiquisaccumsan.ca,(951) 365-9339,,false,,,false,true,,,true,true
14313,FAU79YAW,Shaine,Pratt,Muncie,MS,molestie.pharetra.nibh@metus.com,(442) 346-6462,,false,,,,true,,,true,false
14328,DUV45TRG,Lysandra,Ruiz,Madison,YT,mauris.elit@consequat.org,(319) 461-8193,,true,,,true,,true,,false,true
14347,WXT74MMH,Shellie,Duffy,Milwaukee,AL,auctor.nunc.a@Nam.ca,(829) 241-6820,true,false,false,false,true,,false,true,,true
14369,RUG89GAQ,Reed,Soto,Latrobe,SK,vulputate.posuere@erat.edu,(308) 679-5929,,,,,false,,false,false,,
14387,ZZD61TMU,Marvin,Page,West Warwick,PE,augue.eu@molestietortor.org,(881) 233-0586,,,,true,,,,false,false,true
14409,COT76SNE,Joelle,Ortega,Nevada City,OH,nec@tincidunt.edu,(904) 825-4112,false,,,true,,,false,,,false
14425,SCC34ESS,Zoe,Gaines,El Monte,LA,Curabitur.consequat@nostraperinceptos.org,(148) 687-4563,,,,false,,,,,false,
14448,DVH83VXF,Connor,Barker,Waycross,NU,arcu.vel.quam@gravidasagittis.edu,(594) 992-1363,,,,,true,,,false,false,
14473,NKD51SAS,Odette,Garner,Lebanon,NY,tempor@am.com,(887) 655-4876,false,,false,true,,,,,,
14492,YTN21BBH,Ainsley,Todd,Port Washington,CT,tellus@enim.ca,(883) 535-6654,,,false,,false,false,,false,true,
14512,EAL71TZT,Stacey,George,Beacon,QC,ipsum@fermentumarcuVestibulum.com,(850) 700-9289,false,false,false,,true,,false,,true,
14528,WZL82MSP,Asher,Carver,Fort Wayne,AB,Donec.porttitor@metusAenean.ca,(141) 760-9965,false,true,,,false,,,,,
14546,OXO55PTY,Jaden,Vega,Claremont,RI,amet.massa.Quisque@molestie.com,(243) 111-1613,true,false,,false,,,true,,,
14563,TKM84ESG,Candace,Benjamin,West Jordan,TN,sollicitudin.adipiscing@Nam.org,(883) 673-5377,,,,false,,,,true,,true
14580,ZIP55UJL,Jerome,Garner,Nampa,YT,egestas.rhoncus@anteVivamus.edu,(743) 724-5015,,false,,,false,false,,,,
14600,KGQ34BCE,Nissim,Hamilton,New Rochelle,NC,Praesent.interdum.ligula@malesuada.ca,(790) 304-8104,true,false,,,false,false,false,,false,
14619,YEJ10KYA,Dara,Clements,Port Orford,NJ,semper.auctor@neque.edu,(933) 644-3407,,,false,true,,true,,true,true,true
14635,AVI09UCV,Victor,Travis,Montgomery,BC,fringilla.mi@sollicitudin.ca,(256) 101-5576,true,false,true,true,,true,true,,true,
14650,JVS41MGY,Elijah,Whitley,Lower Burrell,NL,nisi.dictum@diamluctus.ca,(755) 727-2430,,false,false,false,,,,,,
14669,CMD66VRY,Stuart,Byers,Norman,AB,Pellentesque@InloremDonec.org,(617) 167-7212,,false,,,,false,,false,,true
14685,FCG98RFZ,Bell,Benton,Jeffersontown,NB,est.Nunc@non.com,(808) 792-4557,,true,false,,,,true,,,
14703,WXZ67BXL,Myles,Calhoun,Sedalia,MB,in.tempus.eu@etlaciniavitae.edu,(542) 915-9611,,false,false,,true,true,,true,,
14729,PNI41KHZ,Yen,Young,Beacon,NB,Proin@ullamcorpermagnaSed.edu,(929) 591-5334,,,,,,true,,,true,true
14754,BQG86XYE,Rebekah,Gould,Walnut,AK,placerat@vitae.org,(902) 275-2344,,true,,false,false,false,,,true,true
14769,ZGD87TST,Phillip,Mitchell,Corona,OR,Quisque.varius@volutpatafacilisis.ca,(791) 154-5387,true,true,true,,,true,true,,,
14784,DZT18WGT,Katelyn,Mcintyre,Plano,MD,pede.Cum@magna.edu,(901) 381-3737,,false,,false,,false,,false,true,
14800,ISL35DOU,Clayton,Bartlett,Kearney,CT,pede.ac@ornare.edu,(966) 980-0561,,,true,,false,,,,false,true
14818,DVJ14WMD,Abbot,Walls,New Madrid,UT,enim.Mauris@vel.edu,(862) 807-7209,,,,true,true,false,true,false,false,true
15190,MVX68BRV,Rhea,Flowers,Olympia,AK,In@SuspendisseeleifendCras.ca,(122) 440-7754,,,true,,true,false,true,,true,
15207,SRI09UCR,Jade,Mcknight,El Segundo,WV,dolor@Cras.org,(671) 680-2053,,,,,true,false,,false,false,true
15228,OHO11XVX,Emmanuel,Gonzales,High Point,NS,mauris.sapien@vulputatenisisem.org,(621) 612-1066,,false,,,true,,,true,false,false
15256,OXR84HYD,Zelda,Robinson,Atlanta,IL,Aenean.egestas@miAliquam.ca,(755) 855-3296,false,,,true,,false,,,true,false
15270,XGN96YBU,Reagan,French,Villa Park,OH,Donec@etmalesuada.ca,(851) 717-2463,false,,,,false,true,,,,false
15292,AGO25RXN,Azalia,Casey,Cape May,YT,Nunc.ullamcorper@lacinia.com,(940) 863-2977,,false,false,,false,,,,,
15310,GEI77EAV,Eleanor,Lopez,West Springfield,KY,cubilia.Curae;@aliquam.ca,(372) 524-3030,,true,,false,,false,false,,,false
15328,YFK57FNV,Knox,Watkins,Stillwater,NL,libero@Crasvulputate.ca,(109) 913-8333,false,,true,false,false,,false,true,,true
15351,IJE00TDR,Karina,Leonard,Grafton,NT,elementum.dui@lacus.org,(316) 741-7694,,false,true,,true,true,false,false,,false
15372,UDT80RRE,Macaulay,Berg,Hutchinson,SK,Quisque.porttitor.eros@ut.com,(541) 632-7292,,,false,,,true,false,true,,
15389,XXV48EXU,Blaine,Sykes,Youngstown,CT,malesuada.id.erat@Aliquamerat.ca,(467) 255-8982,,false,true,true,,,,true,false,true
15403,MCI75HBZ,Dexter,Sharpe,Savannah,AK,est.Nunc.ullamcorper@velit.org,(455) 801-4271,true,true,,,,,,false,,true
15425,ZBW83GOX,Gannon,Gallegos,Crown Point,BC,nunc.Quisque.ornare@indolorFusce.edu,(526) 612-3479,,,true,,true,true,true,,true,true
15443,KSW77HVZ,Felix,Diaz,Nenana,MO,placerat.Cras@fermentum.edu,(432) 888-9814,,false,true,,true,false,false,true,false,true
15460,JRQ84JCS,Alice,Little,Stamford,MB,convallis.ligula@nonnisiAenean.com,(814) 679-9279,,,,false,,false,false,false,false,
15472,PGR38NZZ,Blake,Cooley,Yakima,VT,lorem.tristique@eteuismod.ca,(339) 912-8537,false,true,true,,false,true,,,,false
15485,OMX12VHV,Patricia,Cameron,Grand Junction,OH,leo.Cras@orci.com,(627) 610-9890,true,,true,,true,,true,false,,
15502,ZST60GHL,Raymond,Donaldson,Janesville,ME,nisl.elementum.purus@blanditNam.org,(502) 234-2628,,true,,true,,,,,,
15518,KIM22HAX,Richard,Cote,Aspen,SK,Sed.diam@euismod.com,(601) 146-7977,false,,,false,,false,,true,,
15531,EEX43ROZ,Nita,Pearson,Williamsport,PA,a.vulputate@nonvestibulum.com,(841) 156-1790,,,true,false,true,true,true,,,
